filename,line_number,comment
spreed_repo\src\mixins\isInLobby.js,18,//www.gnu.org/licenses/>.
spreed_repo\src\mixins\isInLobby.js,42,"// Check isDummyConversation, because the participant type by default is USER"
spreed_repo\src\mixins\participant.js,18,//www.gnu.org/licenses/>.
spreed_repo\src\mixins\readableNumber.js,17,//www.gnu.org/licenses/>.
spreed_repo\src\mixins\readableNumber.js,44,//www.w3resource.com/javascript-exercises/javascript-string-exercise-17.php
spreed_repo\src\mixins\sessionIssueHandler.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\mixins\sessionIssueHandler.js,49,"// Need to delay until next tick, otherwise the PreventUnload is still being triggered"
spreed_repo\src\mixins\sessionIssueHandler.js,50,// Putting the window in front with the warning and irritating the user
spreed_repo\src\mixins\sessionIssueHandler.js,53,// FIXME: can't use router push as it somehow doesn't clean up
spreed_repo\src\mixins\sessionIssueHandler.js,54,"// fully and leads the other instance where ""Join here"" was clicked"
spreed_repo\src\mixins\sessionIssueHandler.js,55,"// to redirect to ""not found"""
spreed_repo\src\mixins\sessionIssueHandler.js,59,// TODO: DESKTOP: to not hard-code the address?
spreed_repo\src\mixins\sessionIssueHandler.js,65,// TODO: DESKTOP: should close the duplicated window instead of redirect
spreed_repo\src\mixins\sessionIssueHandler.js,70,// workaround: force page refresh to kill stray WebRTC connections
spreed_repo\src\mixins\sharedItems.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\mixins\sharedItems.js,27,// Defines the order of the sections
spreed_repo\src\mixins\talkHashCheck.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\mixins\userStatus.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\mixins\video.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\mixins\video.js,47,// True when this component is used in the big video slot in the
spreed_repo\src\mixins\video.js,48,// promoted view
spreed_repo\src\mixins\video.js,68,// Prevent clicks on the media controls buttons to trigger a video selection
spreed_repo\src\mixins\video.js,72,"// Prevent clicks on the ""settings icon"" of the popover/actions menu to trigger a video selection"
spreed_repo\src\router\router.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\router\router.js,42,"// if index.php is in the url AND we got this far, then it's working:"
spreed_repo\src\router\router.js,43,// let's keep using index.php in the url
spreed_repo\src\router\router.js,52,// On desktop (Electron) app is open via file:// protocol - History API is not available and no base path
spreed_repo\src\router\router.js,61,// On desktop add index path as root page
spreed_repo\src\services\breakoutRoomsService.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\BrowserStorage.js,17,//www.gnu.org/licenses/>.
spreed_repo\src\services\callsService.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\conversationsService.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\conversationsService.spec.js,29,// cleaning up the mess left behind the previous test
spreed_repo\src\services\DavClient.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\DavClient.js,29,// force our axios
spreed_repo\src\services\DavClient.js,33,// init webdav client on default dav endpoint
spreed_repo\src\services\EventBus.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\filesIntegrationServices.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\filesSharingServices.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\filesSharingServices.js,40,"// OC.Share.SHARE_TYPE_ROOM,"
spreed_repo\src\services\filesSharingServices.js,47,// FIXME: errors should be handled by called instead
spreed_repo\src\services\filesSharingServices.spec.js,8,// cleaning up the mess left behind the previous test
spreed_repo\src\services\matterbridgeService.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\mentionsService.js,18,//www.gnu.org/licenses/>.
spreed_repo\src\services\messagesService.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\messagesService.spec.js,15,// cleaning up the mess left behind the previous test
spreed_repo\src\services\participantsService.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\participantsService.js,50,// FIXME Signaling should not be synchronous
spreed_repo\src\services\participantsService.js,73,// FIXME Signaling should not be synchronous
spreed_repo\src\services\participantsService.js,80,// FIXME: should throw
spreed_repo\src\services\pollService.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\pollService.js,26,// For API documentation see https://nextcloud-talk.readthedocs.io/en/latest/poll/
spreed_repo\src\services\publicShareAuthService.js,18,//www.gnu.org/licenses/>.
spreed_repo\src\services\recordingService.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\SessionStorage.js,17,//www.gnu.org/licenses/>.
spreed_repo\src\services\SessionStorage.js,25,//stackoverflow.com/q/20325763 this is NOT shared between tabs.
spreed_repo\src\services\settingsService.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\sharedItemsService.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\sharedItemsService.js,26,// Returns the last n shared items for each category and for a given conversation
spreed_repo\src\services\sharedItemsService.js,27,// (n = limit)
spreed_repo\src\services\sharedItemsService.js,38,"// Returns the last 200 (or limit) shared items, given a conversation and the type"
spreed_repo\src\services\sharedItemsService.js,39,// of shared item
spreed_repo\src\services\signalingService.js,17,//www.gnu.org/licenses/>.
spreed_repo\src\services\urlService.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\services\urlService.js,37,// TODO: add this function to @nextcloud/router?
spreed_repo\src\services\urlService.js,40,//${window.location.host}${fullPath}`
spreed_repo\src\services\urlService.js,42,// On the Desktop generateUrl creates absolute url by default
spreed_repo\src\store\actorStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\actorStore.js,164,"// FIXME context.commit('setDisplayName', '')"
spreed_repo\src\store\actorStore.spec.js,15,// eslint-disable-next-line import/no-named-as-default-member
spreed_repo\src\store\actorStore.spec.js,86,// user values unchanged
spreed_repo\src\store\audioRecorderStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\breakoutRoomsStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\breakoutRoomsStore.js,53,// Get the parent room token provided a breakoutroom token
spreed_repo\src\store\breakoutRoomsStore.js,76,// The breakout room to be added is first removed if it exists already.
spreed_repo\src\store\breakoutRoomsStore.js,81,// Deletes all breakout rooms for a given parent room token
spreed_repo\src\store\breakoutRoomsStore.js,113,// Get the participants of the breakout rooms
spreed_repo\src\store\breakoutRoomsStore.js,118,// Open the sidebar and switch to the breakout rooms tab
spreed_repo\src\store\breakoutRoomsStore.js,131,// Get the participants of the breakout rooms
spreed_repo\src\store\breakoutRoomsStore.js,147,// Add the updated parent conversation to the conversations store
spreed_repo\src\store\breakoutRoomsStore.js,150,// Remove breakout rooms from this store
spreed_repo\src\store\breakoutRoomsStore.js,204,// Purge the participants of the breakout rooms before adding the updated ones
spreed_repo\src\store\breakoutRoomsStore.js,209,// Purge the participants of the main room
spreed_repo\src\store\breakoutRoomsStore.js,212,// Add the participants of the breakout rooms to the participants store
spreed_repo\src\store\breakoutRoomsStore.js,228,// Add the updated parent conversation to the conversations store
spreed_repo\src\store\breakoutRoomsStore.js,239,// Add the updated parent conversation to the conversations store
spreed_repo\src\store\breakoutRoomsStore.js,251,"// A single breakout room (the target one) is returned, so it needs"
spreed_repo\src\store\breakoutRoomsStore.js,252,// to be wrapper in an array.
spreed_repo\src\store\callViewStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\callViewStore.js,57,"// note: only the raised states are stored, so no need to confirm"
spreed_repo\src\store\callViewStore.js,129,"// default to grid view for group/public calls, otherwise speaker view"
spreed_repo\src\store\callViewStore.js,133,// BrowserStorage.getItem returns a string instead of a boolean
spreed_repo\src\store\callViewStore.js,142,// clear raised hands as they were specific to the call
spreed_repo\src\store\callViewStore.js,194,"// don't start twice, this would prevent multiple"
spreed_repo\src\store\callViewStore.js,195,// screen shares to clear the last call view state
spreed_repo\src\store\callViewStore.js,201,// switch off grid mode during presentation and collapse
spreed_repo\src\store\callViewStore.js,202,"// the stripe to focus on the screen share, but continue remembering"
spreed_repo\src\store\callViewStore.js,203,// the last state
spreed_repo\src\store\callViewStore.js,224,// restore previous state
spreed_repo\src\store\callViewStore.spec.js,20,// remove participant store to avoid participant interaction
spreed_repo\src\store\callViewStore.spec.js,23,// eslint-disable-next-line import/no-named-as-default-member
spreed_repo\src\store\callViewStore.spec.js,26,"// to fully reset the state between tests, clear the storage"
spreed_repo\src\store\callViewStore.spec.js,29,// and reset all mocks
spreed_repo\src\store\callViewStore.spec.js,126,// using commit instead of dispatch because the action
spreed_repo\src\store\callViewStore.spec.js,127,// also processes participants
spreed_repo\src\store\callViewStore.spec.js,211,// switch during presentation
spreed_repo\src\store\callViewStore.spec.js,219,"// state kept, not restored"
spreed_repo\src\store\callViewStore.spec.js,236,// switch during presentation
spreed_repo\src\store\callViewStore.spec.js,244,// state kept
spreed_repo\src\store\callViewStore.spec.js,254,"// state kept, not restored"
spreed_repo\src\store\callViewStore.spec.js,287,"// state kept, not reset"
spreed_repo\src\store\conversationsStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\conversationsStore.js,97,// Filter out breakout rooms from left sidebar
spreed_repo\src\store\conversationsStore.js,214,// Fallback to getCurrentUser() only if if has not been set yet (as
spreed_repo\src\store\conversationsStore.js,215,// getCurrentUser() needs to be overriden in public share pages as it
spreed_repo\src\store\conversationsStore.js,216,// always returns an anonymous user).
spreed_repo\src\store\conversationsStore.js,229,// FIXME check public share page handling
spreed_repo\src\store\conversationsStore.js,231,// TODO guest name from localstore?
spreed_repo\src\store\conversationsStore.js,243,// FIXME: rename to deleteConversationsFromStore or a better name
spreed_repo\src\store\conversationsStore.js,257,"// upon success, also delete from store"
spreed_repo\src\store\conversationsStore.js,287,// TODO: also purge messages ??
spreed_repo\src\store\conversationsStore.js,314,// FIXME: logic is reversed
spreed_repo\src\store\conversationsStore.js,398,// The backend requires the state and timestamp to be set together.
spreed_repo\src\store\conversationsStore.js,489,"// Conversation not loaded yet, skipping"
spreed_repo\src\store\conversationsStore.js,509,// Inaccurate but best effort from here on:
spreed_repo\src\store\conversationsStore.js,553,"// Conversation not loaded yet, skipping"
spreed_repo\src\store\conversationsStore.js,563,// Inaccurate but best effort from here on:
spreed_repo\src\store\conversationsStore.spec.js,159,// the one from the conversation is taken...
spreed_repo\src\store\conversationsStore.spec.js,187,// not deleted from server...
spreed_repo\src\store\conversationsStore.spec.js,249,// add conversation that should be purged
spreed_repo\src\store\fileUploadStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\fileUploadStore.js,66,// Returns all the files that have been successfully uploaded provided an
spreed_repo\src\store\fileUploadStore.js,67,// upload id
spreed_repo\src\store\fileUploadStore.js,83,// gets the current attachment folder
spreed_repo\src\store\fileUploadStore.js,88,// gets the current attachment folder
spreed_repo\src\store\fileUploadStore.js,116,"// Adds a ""file to be shared to the store"""
spreed_repo\src\store\fileUploadStore.js,121,// Create upload id if not present
spreed_repo\src\store\fileUploadStore.js,137,// Marks a given file as failed upload
spreed_repo\src\store\fileUploadStore.js,142,// Marks a given file as uploaded
spreed_repo\src\store\fileUploadStore.js,148,// Marks a given file as uploading
spreed_repo\src\store\fileUploadStore.js,153,// Marks a given file as sharing
spreed_repo\src\store\fileUploadStore.js,158,// Marks a given file as shared
spreed_repo\src\store\fileUploadStore.js,173,// Sets uploaded amount of bytes
spreed_repo\src\store\fileUploadStore.js,178,// Set temporary message for each file
spreed_repo\src\store\fileUploadStore.js,184,// Sets the id of the current upload operation
spreed_repo\src\store\fileUploadStore.js,224,// Set last upload id
spreed_repo\src\store\fileUploadStore.js,231,// note: can't overwrite the original read-only name attribute
spreed_repo\src\store\fileUploadStore.js,236,// Get localurl for some image previews
spreed_repo\src\store\fileUploadStore.js,245,// Create a unique index for each file
spreed_repo\src\store\fileUploadStore.js,248,// Create temporary message for the file and add it to the message list
spreed_repo\src\store\fileUploadStore.js,290,// Tag the previously indexed files and add the temporary messages to the
spreed_repo\src\store\fileUploadStore.js,291,// messages list
spreed_repo\src\store\fileUploadStore.js,293,// mark all files as uploading
spreed_repo\src\store\fileUploadStore.js,295,// Store the previously created temporary message
spreed_repo\src\store\fileUploadStore.js,297,// Add temporary messages (files) to the messages list
spreed_repo\src\store\fileUploadStore.js,299,// Scroll the message list
spreed_repo\src\store\fileUploadStore.js,302,// Iterate again and perform the uploads
spreed_repo\src\store\fileUploadStore.js,304,// currentFile to be uploaded
spreed_repo\src\store\fileUploadStore.js,306,// userRoot path
spreed_repo\src\store\fileUploadStore.js,309,// Candidate rest of the path
spreed_repo\src\store\fileUploadStore.js,311,// Get a unique relative path based on the previous path variable
spreed_repo\src\store\fileUploadStore.js,314,// Upload the file
spreed_repo\src\store\fileUploadStore.js,322,// Path for the sharing request
spreed_repo\src\store\fileUploadStore.js,324,// Mark the file as uploaded in the store
spreed_repo\src\store\fileUploadStore.js,342,// Mark the upload as failed in the store
spreed_repo\src\store\fileUploadStore.js,350,// Get the files that have successfully been uploaded from the store
spreed_repo\src\store\fileUploadStore.js,352,// Share each of those files to the conversation
spreed_repo\src\store\fileUploadStore.spec.js,174,//Talk/' + files[i].name + 'uniq')
spreed_repo\src\store\fileUploadStore.spec.js,280,// temporary message mock uses incremental id
spreed_repo\src\store\guestNameStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\guestNameStore.spec.js,15,// eslint-disable-next-line import/no-named-as-default-member
spreed_repo\src\store\guestNameStore.spec.js,48,// attempt overwriting
spreed_repo\src\store\guestNameStore.spec.js,65,// attempt overwriting
spreed_repo\src\store\index.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\integrationsStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\messagesStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\messagesStore.js,243,// the cancel handler only exists when a message is being sent
spreed_repo\src\store\messagesStore.js,247,// Returns true if the message has reactions
spreed_repo\src\store\messagesStore.js,398,// Increases reaction count for a particular reaction on a message
spreed_repo\src\store\messagesStore.js,417,// Decreases reaction count for a particular reaction on a message
spreed_repo\src\store\messagesStore.js,518,// Filter out some system messages
spreed_repo\src\store\messagesStore.js,551,// Restore the previous message state
spreed_repo\src\store\messagesStore.js,595,"// index, will be the id from now on"
spreed_repo\src\store\messagesStore.js,639,// Update conversations list order
spreed_repo\src\store\messagesStore.js,719,// set the id to the last message
spreed_repo\src\store\messagesStore.js,744,// optimistic early commit to avoid indicator flickering
spreed_repo\src\store\messagesStore.js,751,"// only update on server side if there's an actual user, not guest"
spreed_repo\src\store\messagesStore.js,773,// Get a new cancelable request function and cancel function pair
spreed_repo\src\store\messagesStore.js,775,// Assign the new cancel function to our data value
spreed_repo\src\store\messagesStore.js,795,// Process each messages and adds it to the store
spreed_repo\src\store\messagesStore.js,798,// update guest display names cache
spreed_repo\src\store\messagesStore.js,820,// For guests we also need to set the last known message id
spreed_repo\src\store\messagesStore.js,821,"// after the first grab of the history, otherwise they start loading"
spreed_repo\src\store\messagesStore.js,822,// the full history with fetchMessages().
spreed_repo\src\store\messagesStore.js,834,"// There are not yet enough visible messages loaded, so fetch another chunk."
spreed_repo\src\store\messagesStore.js,835,// This can happen when a lot of reactions or poll votings happen
spreed_repo\src\store\messagesStore.js,863,// Get a new cancelable request function and cancel function pair
spreed_repo\src\store\messagesStore.js,865,// Assign the new cancel function to our data value
spreed_repo\src\store\messagesStore.js,884,// Process each messages and adds it to the store
spreed_repo\src\store\messagesStore.js,887,// update guest display names cache
spreed_repo\src\store\messagesStore.js,921,"// There are not yet enough visible messages loaded, so fetch another chunk."
spreed_repo\src\store\messagesStore.js,922,// This can happen when a lot of reactions or poll votings happen
spreed_repo\src\store\messagesStore.js,980,// Get a new cancelable request function and cancel function pair
spreed_repo\src\store\messagesStore.js,983,// Assign the new cancel function to our data value
spreed_repo\src\store\messagesStore.js,1003,// Process each messages and adds it to the store
spreed_repo\src\store\messagesStore.js,1006,"// update guest display names cache,"
spreed_repo\src\store\messagesStore.js,1007,// force in case the display name has changed since
spreed_repo\src\store\messagesStore.js,1008,// the last fetch
spreed_repo\src\store\messagesStore.js,1018,"// parse mentions data to update ""conversation.unreadMention"","
spreed_repo\src\store\messagesStore.js,1019,// if needed
spreed_repo\src\store\messagesStore.js,1027,// Overwrite the conversation.hasCall property so people can join
spreed_repo\src\store\messagesStore.js,1028,// after seeing the message in the chat.
spreed_repo\src\store\messagesStore.js,1045,"// in case we encounter an already read message, reset the counter"
spreed_repo\src\store\messagesStore.js,1046,// this is probably unlikely to happen unless one starts browsing from
spreed_repo\src\store\messagesStore.js,1047,// an earlier page and scrolls down
spreed_repo\src\store\messagesStore.js,1049,// discard counters
spreed_repo\src\store\messagesStore.js,1066,// only increase the counter if the conversation store was out of sync with the message list
spreed_repo\src\store\messagesStore.js,1071,// only update the value if it's been changed to true
spreed_repo\src\store\messagesStore.js,1131,"// If successful, deletes the temporary message from the store"
spreed_repo\src\store\messagesStore.js,1135,// And adds the complete version of the message received
spreed_repo\src\store\messagesStore.js,1136,// by the server
spreed_repo\src\store\messagesStore.js,1141,// update lastMessage and lastReadMessage
spreed_repo\src\store\messagesStore.js,1142,// do it conditionally because there could have been more messages appearing concurrently
spreed_repo\src\store\messagesStore.js,1150,// no await to make it async
spreed_repo\src\store\messagesStore.js,1171,// FIXME: don't use showError here but set a flag
spreed_repo\src\store\messagesStore.js,1172,// somewhere that makes Vue trigger the error message
spreed_repo\src\store\messagesStore.js,1174,"// 403 when room is read-only, 412 when switched to lobby mode"
spreed_repo\src\store\messagesStore.js,1254,// The response return an array with the reaction details for this message
spreed_repo\src\store\messagesStore.js,1256,// We replace the reaction details in the reactions store and wipe the old
spreed_repo\src\store\messagesStore.js,1257,// values
spreed_repo\src\store\messagesStore.js,1264,// Restore the previous state if the request fails
spreed_repo\src\store\messagesStore.js,1288,// The response return an array with the reaction details for this message
spreed_repo\src\store\messagesStore.js,1290,// We replace the reaction details in the reactions store and wipe the old
spreed_repo\src\store\messagesStore.js,1291,// values
spreed_repo\src\store\messagesStore.js,1298,// Restore the previous state if the request fails
spreed_repo\src\store\messagesStore.spec.js,141,// with messages getter
spreed_repo\src\store\messagesStore.spec.js,364,"//original-name.txt',"
spreed_repo\src\store\messagesStore.spec.js,384,"//original-name.txt',"
spreed_repo\src\store\messagesStore.spec.js,427,// add again just replaces it
spreed_repo\src\store\messagesStore.spec.js,944,// smaller number to make it update
spreed_repo\src\store\messagesStore.spec.js,975,// not updated
spreed_repo\src\store\messagesStore.spec.js,1000,// smaller number to make it update
spreed_repo\src\store\messagesStore.spec.js,1101,// smaller number to make it update
spreed_repo\src\store\messagesStore.spec.js,1160,// this is the last unread message
spreed_repo\src\store\messagesStore.spec.js,1183,// this one is the last read message so doesn't count
spreed_repo\src\store\messagesStore.spec.js,1192,"// same as the retrieved message, conversation is in sync"
spreed_repo\src\store\messagesStore.spec.js,1313,// this message was already read
spreed_repo\src\store\messagesStore.spec.js,1360,// mock this complex local action as we already tested it elsewhere
spreed_repo\src\store\newGroupConversationStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\newGroupConversationStore.spec.js,15,// eslint-disable-next-line import/no-named-as-default-member
spreed_repo\src\store\participantsStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\participantsStore.js,143,"// Fallback to the participant list, if we have a user id that should be easy"
spreed_repo\src\store\participantsStore.js,298,// FIXME: don't promote already promoted or read resulting type from server response
spreed_repo\src\store\participantsStore.js,315,"// FIXME: don't demote already demoted, use server response instead"
spreed_repo\src\store\participantsStore.js,405,"// If by accident we never receive a users list, just switch to"
spreed_repo\src\store\participantsStore.js,406,"// ""Waiting for others to join the call …"" after some seconds."
spreed_repo\src\store\participantsStore.js,474,// Update the participant and actor session after a force join
spreed_repo\src\store\participantsStore.js,491,"// When the user is/was in a call, we accept 20 seconds more delay"
spreed_repo\src\store\participantsStore.js,508,"// FIXME: UI stuff doesn't belong here, should rather"
spreed_repo\src\store\participantsStore.js,509,// be triggered using a store flag and a dedicated Vue component
spreed_repo\src\store\participantsStore.js,511,"// Little hack to check if the close button was used which we can't disable,"
spreed_repo\src\store\participantsStore.js,512,// not listen to when it was used.
spreed_repo\src\store\participantsStore.js,514,// eslint-disable-next-line no-undef
spreed_repo\src\store\participantsStore.js,534,// Cancel
spreed_repo\src\store\participantsStore.js,538,// Confirm
spreed_repo\src\store\participantsStore.js,578,"// If successful, deletes the conversation from the store"
spreed_repo\src\store\participantsStore.spec.js,76,// does not add again
spreed_repo\src\store\participantsStore.spec.js,158,// Actor type mismatch
spreed_repo\src\store\participantsStore.spec.js,162,// Actor id mismatch
spreed_repo\src\store\participantsStore.spec.js,377,// The requested flags and the actual flags can be different if some
spreed_repo\src\store\participantsStore.spec.js,378,// media device is not available.
spreed_repo\src\store\participantsStore.spec.js,427,// The requested flags and the actual flags can be different if some
spreed_repo\src\store\participantsStore.spec.js,428,// media device is not available.
spreed_repo\src\store\participantsStore.spec.js,521,// needed for the updateSessionId call which requires this
spreed_repo\src\store\pollStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\pollStore.js,47,// Add debounce function for getting the poll data
spreed_repo\src\store\pollStore.js,86,// Create debounce function for getting this particular poll data
spreed_repo\src\store\pollStore.js,87,// if it does not exist yet
spreed_repo\src\store\pollStore.js,95,// Add the debounce function to the state object
spreed_repo\src\store\pollStore.js,102,// Call the debounce function for getting the poll data
spreed_repo\src\store\quoteReplyStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\quoteReplyStore.spec.js,15,// eslint-disable-next-line import/no-named-as-default-member
spreed_repo\src\store\reactionsStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\reactionsStore.js,53,// Checks if a user has already reacted to a message with a particular reaction
spreed_repo\src\store\settingsStore.js,17,//www.gnu.org/licenses/>.
spreed_repo\src\store\sharedItemsStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\sharedItemsStore.js,56,// sharedItemsByConversationAndType structure
spreed_repo\src\store\sharedItemsStore.js,57,// token: {
spreed_repo\src\store\sharedItemsStore.js,58,"//    media: {},"
spreed_repo\src\store\sharedItemsStore.js,59,"//    file: {},"
spreed_repo\src\store\sharedItemsStore.js,60,"//    voice: {},"
spreed_repo\src\store\sharedItemsStore.js,61,"//    audio: {},"
spreed_repo\src\store\sharedItemsStore.js,62,//    location: {}
spreed_repo\src\store\sharedItemsStore.js,63,"//    deckcard: {},"
spreed_repo\src\store\sharedItemsStore.js,64,"//    other: {},"
spreed_repo\src\store\sharedItemsStore.js,65,"// },"
spreed_repo\src\store\sharedItemsStore.js,137,// loop over the response elements and add them to the store
spreed_repo\src\store\sidebarStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\sidebarStore.js,64,// Record sidebar status before starting editing process
spreed_repo\src\store\sidebarStore.js,69,// Go back to the previous sidebar state
spreed_repo\src\store\sidebarStore.spec.js,15,// eslint-disable-next-line import/no-named-as-default-member
spreed_repo\src\store\soundsStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\storeConfig.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\talkHashStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\talkHashStore.spec.js,23,// eslint-disable-next-line import/no-named-as-default-member
spreed_repo\src\store\talkHashStore.spec.js,58,// initial one
spreed_repo\src\store\talkHashStore.spec.js,67,// no header
spreed_repo\src\store\talkHashStore.spec.js,74,// initial one
spreed_repo\src\store\talkHashStore.spec.js,77,// no headers
spreed_repo\src\store\tokenStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\uiModeStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\store\windowVisibilityStore.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\utils\cancelableRequest.js,21,//www.gnu.org/licenses/>.
spreed_repo\src\utils\cancelableRequest.js,61,// expose function to check if an exception is from a cancellation
spreed_repo\src\utils\EmitterMixin.js,18,//www.gnu.org/licenses/>.
spreed_repo\src\utils\EmitterMixin.js,102,// Add methods to the prototype from the functions defined above
spreed_repo\src\utils\fileUpload.js,19,//www.gnu.org/licenses/>.
spreed_repo\src\utils\fileUpload.js,44,// Return the input path if it doesn't exist in the destination folder
spreed_repo\src\utils\fileUpload.js,48,// Get the file extension (if any)
spreed_repo\src\utils\fileUpload.js,50,"// If there's a file extention, remove it from the path string"
spreed_repo\src\utils\fileUpload.js,54,// Check if the path ends with ` (n)`
spreed_repo\src\utils\fileUpload.js,56,// Initialise a pathwithout suffix variable
spreed_repo\src\utils\fileUpload.js,59,// remove the suffix if any
spreed_repo\src\utils\fileUpload.js,62,// Loop until a unique path is found
spreed_repo\src\utils\signaling.js,31,//www.gnu.org/licenses/>.
spreed_repo\src\utils\signaling.js,136,"// Convert webrtc event names to kebab-case for ""vue/custom-event-name-casing"""
spreed_repo\src\utils\signaling.js,224,"// We were in this call before, join again."
spreed_repo\src\utils\signaling.js,234,
spreed_repo\src\utils\signaling.js,235,// Override in subclasses if necessary.
spreed_repo\src\utils\signaling.js,247,// We left the current room.
spreed_repo\src\utils\signaling.js,264,
spreed_repo\src\utils\signaling.js,265,// Override in subclasses if necessary.
spreed_repo\src\utils\signaling.js,286,"// Server maintenance, lobby kicked in, or room not found."
spreed_repo\src\utils\signaling.js,287,// We first redirect to the conversation again and that
spreed_repo\src\utils\signaling.js,288,// will then show the proper error message to the user.
spreed_repo\src\utils\signaling.js,291,"// TODO: Is it true, reload is equal to generateUrl('call/' + token) here?"
spreed_repo\src\utils\signaling.js,292,// Or can we always just reload the page?
spreed_repo\src\utils\signaling.js,299,
spreed_repo\src\utils\signaling.js,300,// Override in subclasses if necessary.
spreed_repo\src\utils\signaling.js,342,// We left the current call.
spreed_repo\src\utils\signaling.js,351,// We left the current call.
spreed_repo\src\utils\signaling.js,360,// Connection to the internal signaling server provided by the app.
spreed_repo\src\utils\signaling.js,394,
spreed_repo\src\utils\signaling.js,399,// A connection is established if we can perform a request
spreed_repo\src\utils\signaling.js,400,// through it.
spreed_repo\src\utils\signaling.js,415,// FIXME Naive reconnection routine; as the same session is kept peers
spreed_repo\src\utils\signaling.js,416,// must be explicitly ended before the reconnection is forced.
spreed_repo\src\utils\signaling.js,477,// Abort ongoing request
spreed_repo\src\utils\signaling.js,482,// Connect to the messages endpoint and pull for new messages
spreed_repo\src\utils\signaling.js,525,// User navigated away in the meantime. Ignore
spreed_repo\src\utils\signaling.js,529,// Participant joined a second time and this session was killed
spreed_repo\src\utils\signaling.js,535,// Conversation was deleted or the user was removed
spreed_repo\src\utils\signaling.js,549,// Giving up after 5 minutes
spreed_repo\src\utils\signaling.js,557,// Retry to pull messages after 10 seconds
spreed_repo\src\utils\signaling.js,576,
spreed_repo\src\utils\signaling.js,579,
spreed_repo\src\utils\signaling.js,594,// We can connect to any of the servers.
spreed_repo\src\utils\signaling.js,596,// TODO(jojo): Try other server if connection fails.
spreed_repo\src\utils\signaling.js,598,// Make sure we are using websocket urls.
spreed_repo\src\utils\signaling.js,599,//')) {
spreed_repo\src\utils\signaling.js,600,//' + url.slice(8)
spreed_repo\src\utils\signaling.js,601,//')) {
spreed_repo\src\utils\signaling.js,602,//' + url.slice(7)
spreed_repo\src\utils\signaling.js,628,// Wiggle interval a little bit to prevent all clients from connecting
spreed_repo\src\utils\signaling.js,629,// simultaneously in case the server connection is interrupted.
spreed_repo\src\utils\signaling.js,741,"// Only process if not received as result of our ""hello""."
spreed_repo\src\utils\signaling.js,752,// TODO(fancycode): Only fetch properties of room that was modified.
spreed_repo\src\utils\signaling.js,845,"// Not connected, will do reconnect anyway."
spreed_repo\src\utils\signaling.js,858,"// Mark this session as ""no longer in the call""."
spreed_repo\src\utils\signaling.js,870,// Trigger reconnect.
spreed_repo\src\utils\signaling.js,875,// Trigger reconnect.
spreed_repo\src\utils\signaling.js,927,// Defer sending any messages until the hello response has been
